# Region type : faceZone InSurface
# Faces  :      513
# Area   :      3.98167426e+01
# Time          	areaAverage(surfaceInterpolate(p))
0.01            
0.21            	0.00000000e+00
0.41            	0.00000000e+00
0.61            	8.85342225e-02
0.81            	8.85342225e-02
1.01            	8.85342225e-02
1.21            	1.51781146e-01
1.41            	1.51781146e-01
1.61            	1.92416698e-01
1.81            	1.92416698e-01
2.01            	1.92416698e-01
2.21            	1.84087782e-01
2.41            	1.84087782e-01
2.61            	1.82204499e-01
2.81            	1.82204499e-01
3.01            	1.82204499e-01
3.21            	1.72406017e-01
3.41            	1.72406017e-01
3.61            	1.75681589e-01
3.81            	1.75681589e-01
4.01            	1.75681589e-01
4.21            	1.71626118e-01
4.41            	1.71626118e-01
4.61            	1.69360160e-01
4.81            	1.69360160e-01
5.01            	1.69360160e-01
5.21            	1.62794874e-01
5.41            	1.62794874e-01
5.61            	1.55860531e-01
5.81            	1.55860531e-01
6.01            	1.55860531e-01
6.21            	1.47869564e-01
6.41            	1.47869564e-01
6.61            	1.40003856e-01
6.81            	1.40003856e-01
7.01            	1.40003856e-01
7.21            	1.36552621e-01
7.41            	1.36552621e-01
7.61            	1.36806899e-01
7.81            	1.36806899e-01
8.01            	1.36806899e-01
8.21            	1.39152067e-01
8.41            	1.39152067e-01
8.61            	1.43919274e-01
8.81            	1.43919274e-01
9.01            	1.43919274e-01
9.21            	1.51362965e-01
9.41            	1.51362965e-01
9.61            	1.54806265e-01
9.81            	1.54806265e-01
10.01           	1.54806265e-01
10.21           	1.54425590e-01
10.41           	1.54425590e-01
10.61           	1.48859264e-01
10.81           	1.48859264e-01
11.01           	1.48859264e-01
11.21           	1.42196254e-01
11.41           	1.42196254e-01
11.61           	1.36775186e-01
11.81           	1.36775186e-01
12.01           	1.36775186e-01
12.21           	1.26706560e-01
12.41           	1.26706560e-01
12.61           	1.21136968e-01
12.81           	1.21136968e-01
13.01           	1.21136968e-01
13.21           	1.22892411e-01
13.41           	1.22892411e-01
13.61           	1.28294233e-01
13.81           	1.28294233e-01
14.01           	1.28294233e-01
14.21           	1.38418238e-01
14.41           	1.38418238e-01
14.61           	1.45414536e-01
14.81           	1.45414536e-01
15.01           	1.45414536e-01
15.21           	1.49033864e-01
15.41           	1.49033864e-01
15.61           	1.45500680e-01
15.81           	1.45500680e-01
16.01           	1.45500680e-01
16.21           	1.40715696e-01
16.41           	1.40715696e-01
16.61           	1.41428163e-01
16.81           	1.41428163e-01
17.01           	1.41428163e-01
17.21           	1.42611647e-01
17.41           	1.42611647e-01
17.61           	1.39067305e-01
17.81           	1.39067305e-01
18.01           	1.39067305e-01
18.21           	1.37037628e-01
18.41           	1.37037628e-01
18.61           	1.39920188e-01
18.81           	1.39920188e-01
19.01           	1.39920188e-01
19.21           	1.43882345e-01
19.41           	1.43882345e-01
19.61           	1.45638109e-01
19.81           	1.45638109e-01
20.01           	1.45638109e-01
20.21           	1.43988545e-01
20.41           	1.43988545e-01
20.61           	1.41378069e-01
20.81           	1.41378069e-01
21.01           	1.41378069e-01
21.21           	1.41683204e-01
21.41           	1.41683204e-01
21.61           	1.42828933e-01
21.81           	1.42828933e-01
22.01           	1.42828933e-01
22.21           	1.37397108e-01
22.41           	1.37397108e-01
22.61           	1.30069254e-01
22.81           	1.30069254e-01
23.01           	1.30069254e-01
23.21           	1.26266334e-01
23.41           	1.26266334e-01
23.61           	1.28225736e-01
23.81           	1.28225736e-01
24.01           	1.28225736e-01
24.21           	1.33907439e-01
24.41           	1.33907439e-01
24.61           	1.40534927e-01
24.81           	1.40534927e-01
25.01           	1.40534927e-01
25.21           	1.43049846e-01
25.41           	1.43049846e-01
25.61           	1.43589519e-01
