# Region type : faceZone OutSurface
# Faces  :      517
# Area   :      4.15813601e+01
# Time          	areaAverage(surfaceInterpolate(p))
0.01            
0.21            	0.00000000e+00
0.41            	0.00000000e+00
0.61            	-2.07188758e-02
0.81            	-2.07188758e-02
1.01            	-2.07188758e-02
1.21            	-7.26514999e-02
1.41            	-7.26514999e-02
1.61            	-1.01440518e-01
1.81            	-1.01440518e-01
2.01            	-1.01440518e-01
2.21            	-8.26505745e-02
2.41            	-8.26505745e-02
2.61            	-6.75341277e-02
2.81            	-6.75341277e-02
3.01            	-6.75341277e-02
3.21            	-4.75755572e-02
3.41            	-4.75755572e-02
3.61            	-3.96583214e-02
3.81            	-3.96583214e-02
4.01            	-3.96583214e-02
4.21            	-2.64630134e-02
4.41            	-2.64630134e-02
4.61            	-1.67183587e-02
4.81            	-1.67183587e-02
5.01            	-1.67183587e-02
5.21            	-6.99461534e-03
5.41            	-6.99461534e-03
5.61            	-4.80985661e-04
5.81            	-4.80985661e-04
6.01            	-4.80985661e-04
6.21            	2.96188725e-03
6.41            	2.96188725e-03
6.61            	3.52230786e-03
6.81            	3.52230786e-03
7.01            	3.52230786e-03
7.21            	1.20917889e-03
7.41            	1.20917889e-03
7.61            	-4.11144508e-04
7.81            	-4.11144508e-04
8.01            	-4.11144508e-04
8.21            	7.99629865e-04
8.41            	7.99629865e-04
8.61            	4.06099285e-03
8.81            	4.06099285e-03
9.01            	4.06099285e-03
9.21            	7.84772349e-03
9.41            	7.84772349e-03
9.61            	1.12646880e-02
9.81            	1.12646880e-02
10.01           	1.12646880e-02
10.21           	9.38321683e-03
10.41           	9.38321683e-03
10.61           	3.69577830e-03
10.81           	3.69577830e-03
11.01           	3.69577830e-03
11.21           	-1.56149944e-02
11.41           	-1.56149944e-02
11.61           	-4.92380535e-02
11.81           	-4.92380535e-02
12.01           	-4.92380535e-02
12.21           	-7.50681783e-02
12.41           	-7.50681783e-02
12.61           	-8.48658301e-02
12.81           	-8.48658301e-02
13.01           	-8.48658301e-02
13.21           	-1.04183232e-01
13.41           	-1.04183232e-01
13.61           	-1.45112573e-01
13.81           	-1.45112573e-01
14.01           	-1.45112573e-01
14.21           	-2.02969552e-01
14.41           	-2.02969552e-01
14.61           	-2.32253252e-01
14.81           	-2.32253252e-01
15.01           	-2.32253252e-01
15.21           	-2.17189171e-01
15.41           	-2.17189171e-01
15.61           	-1.75679712e-01
15.81           	-1.75679712e-01
16.01           	-1.75679712e-01
16.21           	-1.64625758e-01
16.41           	-1.64625758e-01
16.61           	-1.85265090e-01
16.81           	-1.85265090e-01
17.01           	-1.85265090e-01
17.21           	-2.00096732e-01
17.41           	-2.00096732e-01
17.61           	-1.92260462e-01
17.81           	-1.92260462e-01
18.01           	-1.92260462e-01
18.21           	-1.81135097e-01
18.41           	-1.81135097e-01
18.61           	-1.80323783e-01
18.81           	-1.80323783e-01
19.01           	-1.80323783e-01
19.21           	-1.83055739e-01
19.41           	-1.83055739e-01
19.61           	-1.78118170e-01
19.81           	-1.78118170e-01
20.01           	-1.78118170e-01
20.21           	-1.61737596e-01
20.41           	-1.61737596e-01
20.61           	-1.37679458e-01
20.81           	-1.37679458e-01
21.01           	-1.37679458e-01
21.21           	-1.30650413e-01
21.41           	-1.30650413e-01
21.61           	-1.33383049e-01
21.81           	-1.33383049e-01
22.01           	-1.33383049e-01
22.21           	-1.31403092e-01
22.41           	-1.31403092e-01
22.61           	-1.26412750e-01
22.81           	-1.26412750e-01
23.01           	-1.26412750e-01
23.21           	-1.25576160e-01
23.41           	-1.25576160e-01
23.61           	-1.27492386e-01
23.81           	-1.27492386e-01
24.01           	-1.27492386e-01
24.21           	-1.33334963e-01
