# Region type : faceZone InSurface
# Faces  :      548
# Area   :      4.17307897e+01
# Time          	areaAverage(surfaceInterpolate(p))
0.002           
44.802          	1.99959343e-01
45.002          	1.99959343e-01
45.202          	2.05624632e-01
45.402          	2.05624632e-01
45.602          	2.04795049e-01
45.802          	2.04795049e-01
46.002          	2.04795049e-01
46.202          	2.03224058e-01
46.402          	2.03224058e-01
46.602          	1.95610189e-01
46.802          	1.95610189e-01
47.002          	1.95610189e-01
47.202          	1.83623412e-01
47.402          	1.83623412e-01
47.602          	1.71002431e-01
47.802          	1.71002431e-01
48.002          	1.71002431e-01
48.202          	1.62970722e-01
48.402          	1.62970722e-01
48.602          	1.72616587e-01
48.802          	1.72616587e-01
49.002          	1.72616587e-01
49.202          	1.97734166e-01
49.402          	1.97734166e-01
49.602          	2.08097647e-01
49.802          	2.08097647e-01
50.002          	2.08097647e-01
50.202          	2.06397996e-01
50.402          	2.06397996e-01
50.602          	2.05708871e-01
50.802          	2.05708871e-01
51.002          	2.05708871e-01
51.202          	2.00529651e-01
51.402          	2.00529651e-01
51.602          	1.88975717e-01
51.802          	1.88975717e-01
52.002          	1.88975717e-01
52.202          	1.77683087e-01
52.402          	1.77683087e-01
52.602          	1.68676674e-01
52.802          	1.68676674e-01
53.002          	1.68676674e-01
53.202          	1.67862154e-01
53.402          	1.67862154e-01
53.602          	1.87545894e-01
53.802          	1.87545894e-01
54.002          	1.87545894e-01
54.202          	2.09468697e-01
54.402          	2.09468697e-01
54.602          	2.09105969e-01
54.802          	2.09105969e-01
55.002          	2.09105969e-01
55.202          	2.02874943e-01
55.402          	2.02874943e-01
55.602          	1.99575504e-01
55.802          	1.99575504e-01
56.002          	1.99575504e-01
56.202          	1.95040424e-01
56.402          	1.95040424e-01
56.602          	1.84208953e-01
56.802          	1.84208953e-01
57.002          	1.84208953e-01
57.202          	1.70677952e-01
57.402          	1.70677952e-01
57.602          	1.66144323e-01
57.802          	1.66144323e-01
58.002          	1.66144323e-01
58.202          	1.80712713e-01
58.402          	1.80712713e-01
58.602          	2.00624495e-01
58.802          	2.00624495e-01
59.002          	2.00624495e-01
59.202          	2.07187436e-01
59.402          	2.07187436e-01
59.602          	2.07944070e-01
59.802          	2.07944070e-01
60.002          	2.07944070e-01
60.202          	2.09024030e-01
60.402          	2.09024030e-01
60.602          	2.02280933e-01
60.802          	2.02280933e-01
61.002          	2.02280933e-01
61.202          	1.86135754e-01
61.402          	1.86135754e-01
61.602          	1.71094395e-01
61.802          	1.71094395e-01
62.002          	1.71094395e-01
62.202          	1.66040057e-01
62.402          	1.66040057e-01
62.602          	1.77369574e-01
62.802          	1.77369574e-01
63.002          	1.77369574e-01
63.202          	1.99336512e-01
63.402          	1.99336512e-01
63.602          	2.09977539e-01
63.802          	2.09977539e-01
64.002          	2.09977539e-01
64.202          	2.12124515e-01
64.402          	2.12124515e-01
64.602          	2.13471736e-01
64.802          	2.13471736e-01
65.002          	2.13471736e-01
65.202          	2.08443322e-01
65.402          	2.08443322e-01
65.602          	1.94698124e-01
65.802          	1.94698124e-01
66.002          	1.94698124e-01
66.202          	1.81006358e-01
66.402          	1.81006358e-01
66.602          	1.70532399e-01
66.802          	1.70532399e-01
67.002          	1.70532399e-01
67.202          	1.72053439e-01
67.402          	1.72053439e-01
67.602          	1.88354686e-01
67.802          	1.88354686e-01
68.002          	1.88354686e-01
68.202          	2.06999308e-01
68.402          	2.06999308e-01
68.602          	2.12810769e-01
68.802          	2.12810769e-01
69.002          	2.12810769e-01
69.202          	2.09276797e-01
69.402          	2.09276797e-01
69.602          	2.03375741e-01
69.802          	2.03375741e-01
70.002          	2.03375741e-01
70.202          	1.95833643e-01
70.402          	1.95833643e-01
70.602          	1.87503611e-01
70.802          	1.87503611e-01
71.002          	1.87503611e-01
71.202          	1.80191261e-01
71.402          	1.80191261e-01
71.602          	1.75785914e-01
71.802          	1.75785914e-01
72.002          	1.75785914e-01
72.202          	1.84350957e-01
72.402          	1.84350957e-01
72.602          	2.03523429e-01
