#      distance         UMean_x         UMean_y         UMean_z
      1.0050251       1.0000049   0.00019613588   8.2712797e-21
      2.0100503      0.99998986   0.00015108575   8.2712797e-21
      3.0150754      0.99997638    5.307874e-05   6.1377378e-22
      4.0201005      0.99994648   0.00016311358   6.1377378e-22
      5.0251256      0.99991576   0.00028485995   6.1377378e-22
      6.0301508      0.99988921   0.00036022968  -2.5898001e-20
      7.0351759      0.99987338   0.00011358642  -2.5898001e-20
       8.040201      0.99983111  -5.5768365e-06  -2.5898001e-20
      9.0452261      0.99978615  -3.2788262e-05  -2.5898001e-20
      10.050251      0.99974591  -7.4569184e-05  -2.5898001e-20
      11.055276      0.99969096  -1.3038642e-05   2.6749224e-20
      12.060302      0.99962008   0.00010076069   2.6749224e-20
      13.065327      0.99955774   0.00010636579   2.6749224e-20
      14.070352      0.99948985   0.00020632551   3.0541753e-21
      15.075377      0.99941356   0.00044947237   3.0541753e-21
      16.080402      0.99932616   0.00030149011   3.0541753e-21
      17.085427      0.99922998  -4.8869226e-05   3.0541753e-21
      18.090452      0.99911795    -0.000170688  -2.6758285e-20
      19.095477      0.99906326  -0.00051420809  -2.6758285e-20
      20.100503       0.9990042  -0.00079615597  -2.6758285e-20
      21.105528      0.99885883  -0.00055296183   4.0885981e-20
      22.110553      0.99866179   -0.0001112353   4.0885981e-20
      23.115578      0.99846855   0.00024917252   4.0885981e-20
      24.120603      0.99835767   0.00017271089   4.0885981e-20
      25.125628      0.99820907   3.5375673e-05  -2.7775893e-20
      26.130653      0.99803325  -6.8517943e-05  -2.7775893e-20
      27.135678        0.997825   0.00017357086  -2.7775893e-20
      28.140704      0.99764252  -0.00023637067    2.208952e-20
      29.145729      0.99746459  -0.00029005385    2.208952e-20
      30.150754      0.99728306   0.00016539933    2.208952e-20
      31.155779      0.99705191   0.00029595057   1.9012789e-20
      32.160804      0.99678907   0.00044147496   1.9012789e-20
      33.165829      0.99651312   0.00033583926   1.9012789e-20
      34.170854      0.99620123   0.00020986263  -8.8804783e-21
      35.175879      0.99595395   0.00023333781  -8.8804783e-21
      36.180905       0.9956399   0.00044647041  -8.8804783e-21
       37.18593      0.99542133   0.00036467759   2.1621286e-20
      38.190955      0.99513104   0.00040749892   2.1621286e-20
       39.19598      0.99466692   0.00055255464  -2.2068041e-19
      40.201005      0.99417623   0.00031038977  -2.2068041e-19
       41.20603      0.99369973   0.00072824564  -2.2068041e-19
      42.211055      0.99314541   0.00086051474   1.1589535e-19
       43.21608      0.99261596    0.0012210669   1.1589535e-19
      44.221106      0.99222315    0.0017404389   6.5044036e-20
      45.226131      0.99181849    0.0017408167   6.5044036e-20
      46.231156      0.99158302   0.00065493594   1.1925786e-19
      47.236181      0.99105887   0.00054106309   1.1925786e-19
      48.241206      0.99036764  -0.00031482577    2.385047e-19
      49.246231      0.98961969   -0.0011895002    2.385047e-19
      50.251256      0.98898206   -0.0025407798   3.6939068e-19
      51.256281      0.98821522   -0.0017837098   3.6939068e-19
      52.261307      0.98766161  -0.00080789647  -2.0899344e-20
      53.266332      0.98693621   0.00035068296  -2.0899344e-20
      54.271357      0.98613863  -0.00022799114   2.8937692e-19
      55.276382      0.98545107  -0.00066377446   2.8937692e-19
      56.281407      0.98444371   0.00034443467   1.4783796e-19
      57.286432      0.98345254   -0.0020290659   1.1138061e-19
      58.291457       0.9821824  -0.00017291485   1.1138061e-19
      59.296482      0.98085517    0.0017418943  -1.9865361e-19
      60.301508      0.97953466   -0.0014210271   3.3421151e-19
      61.306533      0.97825996   -0.0008317765   3.3421151e-19
      62.311558      0.97709348  -0.00082537168   3.1905426e-19
      63.316583      0.97572569   -0.0022682886   3.1905426e-19
      64.321608      0.97475963   -0.0055849823  -1.3862723e-19
      65.326633      0.97319326   -0.0041199556   6.5251614e-19
      66.331658      0.97108852   -0.0094833582     1.14508e-19
      67.336683      0.96934468    -0.011410692  -1.0236283e-19
      68.341709      0.96781806    -0.010231295  -1.0236283e-19
      69.346734      0.96614405   -0.0084183074   3.2525924e-19
      70.351759      0.96406436   -0.0038587595  -7.6496125e-19
      71.356784      0.96118701   -0.0053832264   1.3301191e-18
      72.361809      0.95888547   -0.0037845738   5.0515344e-18
      73.366834      0.95418798    0.0018433067   2.6524312e-18
