#      distance             U_x             U_y             U_z
      74.371859      0.95187563   8.4116297e-05   -0.0016331822
      75.376884      0.94873239   0.00081750307   -0.0018983023
       76.38191      0.94548062   0.00040171974   -0.0012541136
      77.386935      0.94178776    0.0011182782  -0.00060538127
       78.39196      0.93774729   0.00090973412   0.00045308809
      79.396985      0.93196727   5.4627957e-05    0.0010625813
       80.40201      0.92626041   -6.477752e-05    0.0008384596
      81.407035      0.91958891   0.00076170761     0.001431719
       82.41206      0.91296277    0.0017076108   0.00087756392
      83.417085      0.90501146    0.0026691342   0.00097487996
      84.422111      0.89532389    0.0026832498   0.00061234587
      85.427136      0.88414708    0.0018616487   0.00061767355
      86.432161      0.87126427   0.00074470834  -5.9113212e-05
      87.437186      0.85603973  -1.6173736e-05  -0.00037188079
      88.442211      0.83738994   0.00018036593    0.0013070831
      89.447236      0.81879108   0.00058597191   0.00029021713
      90.452261      0.79133587    0.0034164977  -8.1851005e-05
      91.457286      0.75963675    0.0025078541  -0.00098400976
      92.462312       0.7062725    0.0020618901   -0.0015343251
      93.467337      0.57640112    0.0038407604   -0.0020667608


      95.477387     -0.29618805      0.15927439       0.1559089
      96.482412     0.013991203     -0.13534306      0.10641468
      97.487437       0.3545521      0.12144189      0.14407388


      99.497487    -0.060674228      0.34383251     0.055896735
      100.50251      0.31553841     -0.45651185     0.058428871


      102.51256     0.017360503      0.17637295    -0.038680315
      103.51759      0.26355901     -0.11029628      0.14683429
      104.52261      0.17848667     -0.01520665    -0.045921082


      106.53266     -0.15686963      0.24174212     -0.12891063
      107.53769     0.092995381     -0.11879293     -0.11630745
      108.54271      0.21802144     -0.23193172    -0.083713232
      109.54774     0.091059898    0.0054628451     0.035721466
      110.55276      0.14959221     -0.06710135     0.060002927
      111.55779      0.13440474    0.0052393402     -0.04692242
      112.56281       0.1523712   0.00072524866    -0.054562485
      113.56784      0.14767694   -0.0096143052   -0.0098262213
      114.57286      0.11844336    -0.010993013    -0.034269255
      115.57789       0.1648826     0.086495889     0.045992728
      116.58291      0.17482539     0.043458564   -0.0075338981
      117.58794      0.18071001   -0.0044351776   -0.0051934371
      118.59296       0.1861179    -0.013723714     0.026345375
      119.59799      0.22302539    -0.085434743    -0.026915458
      120.60302       0.2210952     -0.10888155    -0.036310769
      121.60804      0.25195625    -0.054715066   -0.0050971413
      122.61307      0.25322778     -0.03666032     0.039435208
      123.61809      0.26699279    -0.031170485     0.029667982
      124.62312      0.23007101    -0.029502334     0.031133339
      125.62814      0.24588645    -0.042308396     0.015537579
      126.63317       0.2036542    -0.014052588   -0.0084671113
      127.63819      0.19198283    -0.018288048    -0.019729019
      128.64322      0.20364212     0.012182754     0.014267378
      129.64824      0.18709846     0.024680083    -0.017514022
      130.65327      0.18241011   -0.0048794837     -0.02633204
      131.65829      0.18002604    -0.028692805    -0.030539688
      132.66332      0.19429187    -0.040776387   0.00058567491
      133.66834      0.16306898   -0.0060669375     0.038039608
      134.67337      0.16735683     0.033370267     0.013940244
      135.67839      0.17167314      0.03839373     0.013772805
      136.68342      0.15595309     0.074025597    0.0017688584
      137.68844      0.15742919     0.051674635     0.010120383
      138.69347      0.21237455     0.052390705   -0.0043730646
      139.69849      0.20861148     0.035790225    -0.024661202
      140.70352      0.20105457     0.024814614    0.0013392905
      141.70854      0.18835338     0.053933959     0.017117576
      142.71357      0.15209694     0.094767918     0.014581413
      143.71859      0.15007541      0.08061815    0.0052834822
      144.72362      0.13924399      0.10057173    -0.012775415
      145.72864      0.11813973     0.093747177   -0.0010885881
      146.73367     0.098870765     0.097924833    -0.002477353
      147.73869     0.073060612      0.11800293   -0.0060916991
      148.74372     0.062858606      0.13295907   -0.0037454159
      149.74874     0.097970364       0.1438317     -0.01193884
      150.75377      0.18776142      0.15646679    -0.034705968
      151.75879      0.25229329      0.11753497     0.044181295
      152.76382      0.27756819    -0.019151454     0.010545499
      153.76884      0.20745151     -0.14332633    -0.034043393
      154.77387      0.26712405     -0.17204001     0.049676347
      155.77889      0.36666375     -0.21368477     0.069574992
      156.78392      0.42756579     -0.26552318     0.078423533
      157.78894      0.46207232     -0.28492991      0.08632458
      158.79397      0.52497763     -0.40604153     0.069434864
      159.79899      0.42306559     -0.35971113    -0.013132268
      160.80402      0.24921122     -0.39487765     0.002185011
      161.80905      0.22268186     -0.37116155     0.023504931
      162.81407      0.25304178     -0.31284252    0.0007541332
       163.8191      0.29149714     -0.20521565    -0.035253985
      164.82412      0.28671253     -0.16972843     0.022380473
      165.82915      0.26664724    -0.098869401    0.0030102624
      166.83417       0.2200931    -0.034144193     -0.02829189
       167.8392      0.25699109     0.081804947     0.043374415
      168.84422      0.26180333      0.17517369     0.031103551
      169.84925      0.30268742      0.26385275     0.015867549
      170.85427      0.36169544       0.3714665     -0.01614342
       171.8593      0.42484035      0.43195841    -0.035217621
      172.86432      0.47526197      0.46594485    -0.029076962
      173.86935      0.52908516      0.45577914    -0.021203928
      174.87437      0.60781879      0.50111549    -0.019232963
       175.8794      0.65669515      0.39127368     0.015071052
      176.88442      0.61899399      0.42048442   -0.0017699314
      177.88945      0.65032201      0.46738364     0.061656824
      178.89447      0.60665598      0.47011795      0.10542946
       179.8995      0.59756628      0.46990685    -0.025117802
      180.90452      0.65325405      0.45161484    -0.072513398
      181.90955      0.44147225      0.33691024    -0.016399958
      182.91457      0.42568289      0.35800929    -0.069978802
       183.9196       0.4934211      0.36094287     -0.04992508
      184.92462      0.54244118      0.23710926   -0.0065143356
      185.92965      0.61138754      0.15320728     0.010679838
      186.93467      0.64182348    -0.057646642     0.012296085
       187.9397      0.67893938     -0.17237473     0.018610389
      188.94472      0.74560678     -0.23950476     0.016125043
      189.94975      0.75747776     -0.29138396     0.013591944
      190.95477      0.71961105     -0.35501076    0.0074806676
       191.9598      0.71286763     -0.37766418    0.0024780173
      192.96482      0.69493137     -0.38369258   -0.0010478803
      193.96985       0.6694272     -0.37506099   -0.0035655632
      194.97487       0.6286433     -0.37518424   -0.0053995481
       195.9799      0.61867151     -0.35787688   -0.0044289716
      196.98492      0.60887051     -0.34120237   -0.0037499987
      197.98995      0.59871321      -0.3247659   -0.0031275181
      198.99497      0.59604874     -0.27066932   -0.0024372474
