#      distance             U_x             U_y             U_z
      1.0050251       1.0000393  -0.00022656382  -2.9950219e-05
      2.0100503       1.0001216   -0.0010463557  -0.00011110352
      3.0150754       1.0000814   -0.0012562623    -9.22607e-05
      4.0201005       1.0001181   -0.0011800901  -4.2833019e-05
      5.0251256       1.0001153  -0.00082270491   4.7991871e-06
      6.0301508       1.0000049   -0.0014718322   2.9108272e-05
      7.0351759       0.9999064   -0.0014656138   1.0855093e-05
       8.040201      0.99984898  -0.00075234504   3.0246999e-06
      9.0452261      0.99973358  -0.00025483521  -4.7080184e-06
      10.050251      0.99964365   0.00035925171   3.2056309e-05
      11.055276      0.99963505   0.00095010574   0.00012215373
      12.060302      0.99963089   0.00071807003   0.00018816976
      13.065327      0.99952027   0.00024214041   8.5439052e-05
      14.070352      0.99929423  -0.00077393329  -0.00013198021
      15.075377      0.99923089  -0.00013713085  -0.00011018072
      16.080402      0.99922157   0.00048690429   -7.116869e-05
      17.085427      0.99920731   0.00091687081  -0.00010458252
      18.090452      0.99928424   0.00054901555  -6.9986924e-05
      19.095477      0.99928852  -7.2762576e-05  -0.00016407323
      20.100503      0.99908866  -0.00023677663   7.3674498e-06
      21.105528      0.99867327   0.00052041574   0.00029885648
      22.110553      0.99858841   0.00015002001   0.00011215142
      23.115578       0.9985631  -0.00085658607  -0.00012441165
      24.120603      0.99838883   -0.0013452405   -0.0002548936
      25.125628       0.9981588   -0.0014549599  -0.00018964956
      26.130653      0.99789977  -0.00070299155    4.419597e-05
      27.135678       0.9976811   0.00087604566   0.00019203728
      28.140704      0.99751915   0.00050084766   0.00040566129
      29.145729      0.99757077  -0.00030111863    0.0001571916
      30.150754      0.99744103   0.00092439757  -3.6931548e-05
      31.155779      0.99703582    0.0017875255    0.0001072483
      32.160804      0.99671283    0.0019362692   0.00029682131
      33.165829      0.99629605   -6.599267e-05   0.00025107886
      34.170854       0.9958418   1.0403711e-05   0.00018286575
      35.175879      0.99535315   0.00050055411   0.00022966202
      36.180905       0.9951514   4.3471858e-05  -0.00010128053
       37.18593      0.99515335  -0.00062285442   9.4897807e-05
      38.190955      0.99503006   -0.0014514672   0.00021758532
       39.19598      0.99471359   -0.0011615946  -4.5050888e-05
      40.201005      0.99454258  -0.00096384489  -0.00012704924
       41.20603      0.99403138  -5.7009066e-05   4.7800366e-05
      42.211055      0.99364299  -2.1327002e-05   0.00057489355
       43.21608      0.99255081   0.00021422601   4.1785847e-05
      44.221106       0.9919049  -0.00095777656  -0.00035625402
      45.226131      0.99133708   -0.0036310878  -0.00092078042
      46.231156      0.99104293   -0.0016736883  -0.00056940381
      47.236181      0.99086965    0.0017410562  -0.00090108728
      48.241206      0.99046482    0.0039631437  -0.00078691357
      49.246231      0.99003592    0.0049109159  -0.00034386655
      50.251256      0.98942488    0.0035868649   8.8166421e-05
      51.256281      0.98859617    0.0016774648   0.00027003334
      52.261307      0.98806911  -0.00098347938   0.00040235763
      53.266332      0.98727981   -0.0043172746     0.001150183
      54.271357      0.98629324   -0.0013074768    0.0012379542
      55.276382      0.98539037    0.0017439009    0.0010607652
      56.281407      0.98346584  -0.00025504878    0.0009022967
      57.286432      0.98213873  -0.00049462979   0.00050299807
      58.291457      0.98098064   -0.0010787369   0.00010153188
      59.296482      0.97974356   -0.0025555292    1.743047e-05
      60.301508      0.97893379  -0.00022518306  -0.00017672971
      61.306533      0.97781662   -0.0019253919  -0.00093428153
      62.311558      0.97732555  -0.00025293719    0.0017388921
      63.316583      0.97600092   -0.0020614076    0.0041397087
      64.321608      0.97397012     0.006833532    0.0011243454
      65.326633      0.97196492    0.0060107355   0.00096331434
      66.331658      0.97047458    0.0050207755   -0.0019162203
      67.336683      0.96884055    0.0016416272   -0.0002487659
      68.341709      0.96638926   0.00030025721  -0.00041095772
      69.346734      0.96504847    0.0042875346  -0.00054799772
      70.351759       0.9625713  -0.00022889075   -0.0009368178
      71.356784        0.960006   -0.0041024871   -0.0011536592
      72.361809      0.96159501    0.0070235118    0.0039422313
      73.366834      0.95536141   0.00096553407  -0.00062869755
